customer_id,age,state,customer_tenure_months
CUST002134,42,IL,88
CUST002135,45,NC,143
CUST002136,60,FL,41
CUST002137,51,TX,5
CUST002138,19,IL,52
CUST002139,51,VA,107
CUST002140,42,GA,25
CUST002141,61,SC,61
CUST002142,72,CA,166
CUST002143,77,AZ,14
CUST002144,55,SC,10
CUST002145,40,VA,77
CUST002146,45,GA,3
CUST002147,28,IL,6
CUST002148,76,FL,33
CUST002149,70,VA,19
CUST002150,70,GA,146
CUST002151,38,TX,23
CUST002152,37,GA,95
CUST002153,71,SC,127
CUST002154,51,IL,113
CUST002155,61,FL,118
CUST002156,48,VA,65
CUST002157,45,CA,160
CUST002158,57,CA,13
CUST002159,68,SC,20
CUST002160,38,NC,155
CUST002161,68,NC,13
CUST002162,33,CA,35
CUST002163,42,NY,32
CUST002164,74,CA,6
CUST002165,77,NY,22
CUST002166,75,FL,104
CUST002167,37,TX,120
CUST002168,70,CA,15
CUST002169,76,GA,170
CUST002170,78,AZ,18
CUST002171,19,IL,124
CUST002172,64,IL,145
CUST002173,79,AZ,94
CUST002174,65,GA,89
CUST002175,32,SC,20
CUST002176,65,FL,44
CUST002177,24,CA,154
CUST002178,47,CA,63
CUST002179,56,GA,7
CUST002180,46,VA,132
CUST002181,61,FL,124
CUST002182,32,IL,12
CUST002183,55,NC,10
CUST002184,57,GA,21
CUST002185,57,VA,10
CUST002186,35,IL,111
CUST002187,36,FL,24
CUST002188,33,NC,110
CUST002189,46,VA,32
CUST002190,54,NC,176
CUST002191,40,FL,131
CUST002192,43,AZ,68
CUST002193,35,TX,78
CUST002194,31,IL,12
CUST002195,58,CA,10
CUST002196,68,IL,97
CUST002197,36,GA,5
CUST002198,71,AZ,115
CUST002199,53,VA,69
CUST002200,28,FL,26
CUST002201,40,NY,97
CUST002202,18,VA,100
CUST002203,20,VA,135
CUST002204,38,SC,36
CUST002205,46,NC,99
CUST002206,67,TX,153
CUST002207,26,AZ,49
CUST002208,70,VA,151
CUST002209,32,FL,131
CUST002210,26,AZ,78
CUST002211,61,CA,159
CUST002212,66,NC,175
CUST002213,55,TX,43
CUST002214,25,SC,177
CUST002215,25,VA,1
CUST002216,42,VA,24
CUST002217,45,NY,8
CUST002218,79,SC,67
CUST002219,35,VA,169
CUST002220,29,VA,109
CUST002221,76,GA,111
CUST002222,27,NY,16
CUST002223,19,GA,93
CUST002224,44,GA,69
CUST002225,42,TX,87
CUST002226,56,NY,48
CUST002227,72,NC,37
CUST002228,75,IL,172
CUST002229,35,AZ,101
CUST002230,78,NY,75
CUST002231,57,TX,14
CUST002232,22,NY,138
CUST002233,76,FL,86
CUST002234,26,GA,70
CUST002235,54,GA,121
CUST002236,67,SC,24
CUST002237,33,IL,96
CUST002238,34,GA,156
CUST002239,47,VA,84
CUST002240,72,AZ,1
CUST002241,31,TX,42
CUST002242,59,NY,11
CUST002243,46,VA,91
CUST002244,24,VA,66
CUST002245,62,CA,24
CUST002246,69,FL,124
CUST002247,53,SC,32
CUST002248,28,IL,62
CUST002249,27,FL,178
CUST002250,44,NY,12
CUST002251,49,GA,45
CUST002252,52,TX,58
CUST002253,33,CA,92
CUST002254,49,IL,45
CUST002255,36,VA,175
CUST002256,60,NY,1
CUST002257,67,AZ,171
CUST002258,58,NY,97
CUST002259,18,SC,7
CUST002260,79,SC,21
CUST002261,19,VA,19
CUST002262,79,SC,52
CUST002263,19,CA,60
CUST002264,50,AZ,116
CUST002265,24,TX,57
CUST002266,23,TX,131
CUST002267,60,CA,53
CUST002268,63,FL,48
CUST002269,25,FL,50
CUST002270,78,TX,60
CUST002271,37,GA,151
CUST002272,37,NC,45
CUST002273,36,TX,50
CUST002274,46,IL,173
CUST002275,29,NC,118
CUST002276,44,VA,35
CUST002277,31,VA,157
CUST002278,21,IL,33
CUST002279,40,TX,30
CUST002280,59,TX,81
CUST002281,65,NY,125
CUST002282,39,VA,35
CUST002283,38,CA,136
CUST002284,66,NC,29
CUST002285,60,SC,141
CUST002286,69,IL,18
CUST002287,74,NY,84
CUST002288,68,SC,116
CUST002289,76,FL,48
CUST002290,43,NC,111
CUST002291,42,NY,124
CUST002292,37,CA,118
CUST002293,32,VA,72
CUST002294,64,GA,140
CUST002295,62,VA,132
CUST002296,67,GA,59
CUST002297,28,VA,133
CUST002298,48,VA,166
CUST002299,31,FL,148
CUST002300,73,IL,132
CUST002301,34,CA,138
CUST002302,26,VA,145
CUST002303,53,AZ,53
CUST002304,72,VA,130
CUST002305,74,AZ,36
CUST002306,23,GA,65
CUST002307,38,TX,169
CUST002308,27,VA,51
CUST002309,37,CA,152
CUST002310,51,GA,77
CUST002311,35,IL,38
CUST002312,22,NC,18
CUST002313,49,TX,99
CUST002314,21,SC,82
CUST002315,32,IL,93
CUST002316,18,FL,8
CUST002317,23,NY,49
CUST002318,45,IL,1
CUST002319,70,TX,55
CUST002320,66,NC,168
CUST002321,24,VA,28
CUST002322,20,VA,125
CUST002323,38,AZ,2
CUST002324,58,AZ,102
CUST002325,64,FL,166
CUST002326,69,IL,62
CUST002327,39,VA,36
CUST002328,28,NY,103
CUST002329,19,GA,51
CUST002330,27,VA,161
CUST002331,22,VA,153
CUST002332,71,FL,118
CUST002333,34,GA,116
CUST002334,69,VA,109
CUST002335,52,GA,133
CUST002336,51,SC,83
CUST002337,46,AZ,175
CUST002338,68,GA,63
CUST002339,20,SC,2
CUST002340,23,TX,126
CUST002341,44,IL,120
CUST002342,42,GA,177
CUST002343,51,IL,72
CUST002344,63,NY,77
CUST002345,54,CA,102
CUST002346,33,VA,71
CUST002347,38,NC,142
CUST002348,64,GA,78
CUST002349,30,AZ,142
CUST002350,49,CA,77
CUST002351,51,CA,41
CUST002352,64,IL,179
CUST002353,62,GA,95
CUST002354,46,GA,128
CUST002355,37,AZ,107
CUST002356,40,TX,65
CUST002357,43,VA,175
CUST002358,31,VA,67
CUST002359,56,IL,179
CUST002360,30,NC,78
CUST002361,58,NC,5
CUST002362,64,CA,7
CUST002363,77,NC,176
CUST002364,25,SC,96
CUST002365,65,AZ,70
CUST002366,23,FL,147
CUST002367,38,CA,112
CUST002368,28,FL,119
CUST002369,28,NC,124
CUST002370,28,SC,36
CUST002371,20,CA,16
CUST002372,69,NC,132
CUST002373,21,TX,4
CUST002374,42,GA,130
CUST002375,61,GA,24
CUST002376,79,AZ,48
CUST002377,70,NY,128
CUST002378,26,NY,113
CUST002379,79,GA,141
CUST002380,58,GA,110
CUST002381,29,NY,9
CUST002382,45,NC,152
CUST002383,74,VA,39
CUST002384,42,NY,25
CUST002385,29,NY,159
CUST002386,72,NC,36
CUST002387,77,CA,97
CUST002388,78,TX,88
CUST002389,77,VA,139
CUST002390,72,CA,8
CUST002391,46,AZ,20
CUST002392,29,FL,75
CUST002393,56,VA,86
CUST002394,31,VA,142
CUST002395,47,TX,110
CUST002396,58,NC,27
CUST002397,76,FL,177
CUST002398,35,NC,83
CUST002399,33,NC,174
CUST002400,63,FL,179
CUST002401,18,CA,10
CUST002402,53,IL,92
CUST002403,64,NC,76
CUST002404,52,VA,90
CUST002405,41,FL,56
CUST002406,69,TX,101
CUST002407,41,AZ,89
CUST002408,62,NY,34
CUST002409,46,TX,52
CUST002410,19,NC,27
CUST002411,50,NC,152
CUST002412,21,SC,122
CUST002413,75,NY,70
CUST002414,55,GA,72
CUST002415,41,VA,15
CUST002416,48,NY,53
CUST002417,56,IL,167
CUST002418,34,FL,6
CUST002419,35,IL,27
CUST002420,43,CA,153
CUST002421,34,CA,94
CUST002422,64,IL,6
CUST002423,24,SC,89
CUST002424,69,CA,135
CUST002425,39,AZ,63
CUST002426,52,AZ,69
CUST002427,27,TX,114
CUST002428,41,CA,108
CUST002429,64,IL,163
CUST002430,34,IL,45
CUST002431,26,IL,50
CUST002432,50,IL,28
CUST002433,28,GA,120
CUST002434,37,CA,97
CUST002435,45,FL,63
CUST002436,52,IL,126
CUST002437,57,IL,68
CUST002438,59,AZ,36
CUST002439,70,TX,98
CUST002440,22,FL,79
CUST002441,40,SC,73
CUST002442,18,NY,81
CUST002443,18,TX,165
CUST002444,31,TX,39
CUST002445,55,NY,50
CUST002446,73,IL,102
CUST002447,65,SC,9
CUST002448,58,FL,27
CUST002449,66,CA,102
CUST002450,28,IL,92
CUST002451,70,CA,118
CUST002452,73,CA,21
CUST002453,23,IL,154
CUST002454,47,AZ,88
CUST002455,69,NY,28
CUST002456,47,VA,57
CUST002457,70,TX,41
CUST002458,76,CA,82
CUST002459,47,SC,85
CUST002460,21,CA,79
CUST002461,39,TX,83
CUST002462,31,AZ,164
CUST002463,47,VA,173
CUST002464,54,AZ,89
CUST002465,46,FL,174
CUST002466,30,TX,148
CUST002467,36,NY,148
CUST002468,60,TX,41
CUST002469,19,AZ,79
CUST002470,31,SC,64
CUST002471,73,CA,18
CUST002472,24,AZ,14
CUST002473,43,VA,113
CUST002474,30,VA,76
CUST002475,24,FL,149
CUST002476,44,CA,121
CUST002477,50,AZ,16
CUST002478,28,CA,151
CUST002479,22,CA,90
CUST002480,26,FL,102
CUST002481,58,NY,174
CUST002482,71,VA,116
CUST002483,29,FL,5
CUST002484,37,SC,32
CUST002485,39,NC,77
CUST002486,40,IL,7
CUST002487,33,IL,31
CUST002488,21,TX,143
CUST002489,50,NC,26
CUST002490,40,NC,31
CUST002491,39,SC,91
CUST002492,34,CA,17
CUST002493,75,VA,47
CUST002494,55,VA,169
CUST002495,43,IL,114
CUST002496,30,IL,174
CUST002497,67,CA,64
CUST002498,73,GA,111
CUST002499,20,TX,43
CUST002500,75,VA,69
CUST002501,61,IL,32
CUST002502,24,NC,150
CUST002503,64,CA,34
CUST002504,24,TX,37
CUST002505,21,CA,84
CUST002506,25,FL,78
CUST002507,46,SC,57
CUST002508,56,CA,65
CUST002509,43,NY,54
CUST002510,25,FL,165
CUST002511,30,GA,105
CUST002512,70,GA,166
CUST002513,77,FL,178
CUST002514,64,VA,118
CUST002515,24,VA,149
CUST002516,68,VA,20
CUST002517,60,NC,171
CUST002518,50,AZ,87
CUST002519,26,VA,129
CUST002520,79,SC,45
CUST002521,45,SC,18
CUST002522,20,AZ,160
CUST002523,31,FL,81
CUST002524,42,GA,25
CUST002525,21,FL,119
CUST002526,38,NC,10
CUST002527,47,GA,82
CUST002528,76,VA,127
CUST002529,23,IL,130
CUST002530,53,NC,82
CUST002531,74,FL,67
CUST002532,67,CA,151
CUST002533,75,IL,34
CUST002534,28,TX,14
CUST002535,67,VA,29
CUST002536,78,GA,145
CUST002537,38,VA,85
CUST002538,48,NY,7
CUST002539,50,VA,31
CUST002540,48,NY,6
CUST002541,35,NY,147
CUST002542,78,AZ,84
CUST002543,77,GA,13
CUST002544,41,AZ,40
CUST002545,67,FL,111
CUST002546,42,NY,107
CUST002547,67,NY,148
CUST002548,54,IL,5
CUST002549,47,FL,13
CUST002550,25,CA,7
CUST002551,58,GA,71
CUST002552,37,FL,131
CUST002553,31,FL,120
CUST002554,29,CA,38
CUST002555,78,NY,119
CUST002556,24,NC,119
CUST002557,67,IL,35
CUST002558,71,CA,135
CUST002559,19,SC,77
CUST002560,54,AZ,11
CUST002561,53,NY,71
CUST002562,40,NC,139
CUST002563,59,FL,126
CUST002564,43,IL,49
CUST002565,45,VA,137
CUST002566,44,AZ,71
CUST002567,67,FL,83
CUST002568,57,VA,16
CUST002569,41,GA,180
CUST002570,75,TX,151
CUST002571,67,NY,36
CUST002572,75,AZ,101
CUST002573,63,SC,141
CUST002574,42,AZ,91
CUST002575,65,TX,38
CUST002576,38,SC,175
CUST002577,34,AZ,49
CUST002578,45,GA,61
CUST002579,78,NY,67
CUST002580,53,NY,161
CUST002581,41,NC,91
CUST002582,46,VA,130
CUST002583,36,NY,163
CUST002584,58,GA,168
CUST002585,39,NC,155
CUST002586,52,NC,164
CUST002587,40,IL,171
CUST002588,37,SC,179
CUST002589,78,SC,116
CUST002590,39,TX,24
CUST002591,22,SC,21
CUST002592,41,NY,144
CUST002593,50,TX,57
CUST002594,23,NY,145
CUST002595,36,FL,169
CUST002596,28,CA,116
CUST002597,49,NY,138
CUST002598,62,FL,51
CUST002599,78,NC,79
CUST002600,42,VA,174
CUST002601,71,SC,148
CUST002602,31,NC,37
CUST002603,66,VA,169
CUST002604,52,VA,90
CUST002605,65,NC,152
CUST002606,64,GA,94
CUST002607,51,TX,109
CUST002608,33,SC,30
CUST002609,50,VA,61
CUST002610,69,NC,131
CUST002611,78,NC,152
CUST002612,75,SC,16
CUST002613,29,FL,14
CUST002614,55,NY,125
CUST002615,24,CA,81
CUST002616,59,NY,153
CUST002617,79,NY,13
CUST002618,21,AZ,63
CUST002619,58,VA,7
CUST002620,76,CA,128
CUST002621,70,AZ,155
CUST002622,42,TX,29
CUST002623,24,IL,59
CUST002624,75,SC,153
CUST002625,75,IL,8
CUST002626,53,TX,172
CUST002627,78,VA,160
CUST002628,18,NC,28
CUST002629,56,CA,26
CUST002630,20,FL,125
CUST002631,76,GA,2
CUST002632,60,GA,92
CUST002633,74,AZ,12
CUST002634,52,FL,96
CUST002635,23,NC,64
CUST002636,19,VA,128
CUST002637,38,SC,159
CUST002638,64,NY,88
CUST002639,27,IL,116
CUST002640,70,IL,109
CUST002641,32,NY,178
CUST002642,48,CA,42
CUST002643,30,FL,44
CUST002644,46,NY,69
CUST002645,46,SC,133
CUST002646,18,TX,156
CUST002647,53,TX,51
CUST002648,66,NC,20
CUST002649,76,TX,110
CUST002650,38,CA,108
CUST002651,72,GA,68
CUST002652,72,TX,34
CUST002653,79,VA,153
CUST002654,41,VA,153
CUST002655,70,SC,135
CUST002656,53,GA,105
CUST002657,21,IL,48
CUST002658,34,AZ,73
CUST002659,59,NY,13
CUST002660,27,NY,45
CUST002661,44,NY,82
CUST002662,66,FL,79
CUST002663,27,FL,15
CUST002664,48,NY,173
CUST002665,31,CA,49
CUST002666,51,FL,92
CUST002667,32,TX,84
CUST002668,77,FL,85
CUST002669,22,VA,153
CUST002670,77,VA,135
CUST002671,67,NC,157
CUST002672,71,FL,69
CUST002673,70,CA,48
CUST002674,29,NY,77
CUST002675,75,AZ,102
CUST002676,54,NC,61
CUST002677,77,CA,83
CUST002678,72,CA,28
CUST002679,53,FL,106
CUST002680,41,VA,129
CUST002681,25,GA,95
CUST002682,24,NY,158
CUST002683,42,IL,180
CUST002684,68,NY,164
CUST002685,49,TX,17
CUST002686,47,NY,159
CUST002687,33,NC,61
CUST002688,52,NY,82
CUST002689,57,NC,75
CUST002690,78,AZ,52
CUST002691,63,IL,158
CUST002692,55,TX,115
CUST002693,74,GA,175
CUST002694,44,CA,172
CUST002695,75,NY,76
CUST002696,40,CA,131
CUST002697,25,TX,91
CUST002698,43,VA,90
CUST002699,25,NC,134
CUST002700,25,VA,124
CUST002701,72,TX,165
CUST002702,67,FL,140
CUST002703,31,TX,112
CUST002704,69,VA,166
CUST002705,22,AZ,19
CUST002706,35,GA,138
CUST002707,61,IL,71
CUST002708,36,GA,78
CUST002709,63,FL,141
CUST002710,72,NY,50
CUST002711,22,VA,160
CUST002712,19,VA,90
CUST002713,76,GA,63
CUST002714,50,IL,60
CUST002715,49,SC,76
CUST002716,46,FL,170
CUST002717,44,NY,19
CUST002718,60,CA,92
CUST002719,53,FL,151
CUST002720,28,NC,85
CUST002721,56,NC,102
CUST002722,59,FL,63
CUST002723,25,IL,25
CUST002724,41,NC,116
CUST002725,67,IL,166
CUST002726,56,NY,94
CUST002727,26,NC,78
CUST002728,20,GA,24
CUST002729,54,VA,171
CUST002730,46,AZ,157
CUST002731,77,TX,163
CUST002732,50,GA,65
CUST002733,75,VA,113
CUST002734,31,TX,78
CUST002735,45,NC,43
CUST002736,26,VA,38
CUST002737,53,SC,70
CUST002738,29,NY,100
CUST002739,48,NY,22
CUST002740,39,FL,127
CUST002741,29,SC,83
CUST002742,24,GA,159
CUST002743,49,IL,51
CUST002744,76,VA,10
CUST002745,30,SC,57
CUST002746,43,SC,176
CUST002747,31,IL,58
CUST002748,68,SC,127
CUST002749,43,TX,152
CUST002750,78,AZ,52
CUST002751,33,NY,116
CUST002752,23,FL,37
CUST002753,54,VA,66
CUST002754,58,NC,54
CUST002755,79,SC,122
CUST002756,72,AZ,158
CUST002757,72,SC,46
CUST002758,57,NC,53
CUST002759,40,IL,148
CUST002760,44,FL,84
CUST002761,26,GA,93
CUST002762,44,CA,128
CUST002763,40,TX,25
CUST002764,20,AZ,157
CUST002765,30,FL,66
CUST002766,51,CA,119
CUST002767,40,IL,78
CUST002768,79,FL,136
CUST002769,47,VA,111
CUST002770,77,AZ,32
CUST002771,58,VA,34
CUST002772,20,NC,158
CUST002773,30,TX,94
CUST002774,61,AZ,50
CUST002775,51,NC,26
CUST002776,36,IL,24
CUST002777,50,IL,166
CUST002778,73,AZ,176
CUST002779,42,FL,71
CUST002780,20,VA,37
CUST002781,37,TX,76
CUST002782,76,SC,25
CUST002783,65,IL,99
CUST002784,69,NY,113
CUST002785,74,FL,178
CUST002786,25,TX,58
CUST002787,35,CA,36
CUST002788,21,TX,25
CUST002789,18,IL,68
CUST002790,69,AZ,109
CUST002791,76,AZ,12
CUST002792,27,NY,137
CUST002793,62,CA,83
CUST002794,51,GA,143
CUST002795,22,NC,84
CUST002796,74,FL,28
CUST002797,72,IL,4
CUST002798,53,SC,101
CUST002799,61,TX,98
CUST002800,42,SC,147
CUST002801,67,FL,158
CUST002802,45,SC,29
CUST002803,79,CA,57
CUST002804,21,IL,38
CUST002805,28,CA,20
CUST002806,78,CA,1
CUST002807,35,VA,15
CUST002808,37,TX,95
CUST002809,67,SC,28
CUST002810,29,GA,36
CUST002811,49,TX,22
CUST002812,35,NY,131
CUST002813,30,NC,115
CUST002814,77,IL,174
CUST002815,30,FL,21
CUST002816,23,IL,38
CUST002817,59,TX,83
CUST002818,71,TX,117
CUST002819,25,NY,24
CUST002820,61,IL,39
CUST002821,51,SC,76
CUST002822,69,TX,4
CUST002823,25,NC,72
CUST002824,78,FL,137
CUST002825,56,IL,95
CUST002826,70,IL,79
CUST002827,40,VA,88
CUST002828,76,GA,171
CUST002829,56,TX,94
CUST002830,25,GA,97
CUST002831,75,SC,168
CUST002832,67,GA,29
CUST002833,36,FL,18
CUST002834,51,TX,81
CUST002835,42,AZ,58
CUST002836,51,TX,37
CUST002837,77,GA,22
CUST002838,73,NY,159
CUST002839,31,CA,111
CUST002840,78,FL,125
CUST002841,45,FL,22
CUST002842,61,VA,62
CUST002843,65,IL,112
CUST002844,47,IL,96
CUST002845,46,SC,126
CUST002846,46,GA,121
CUST002847,71,VA,75
CUST002848,41,AZ,141
CUST002849,35,NC,47
CUST002850,40,VA,15
CUST002851,30,GA,165
CUST002852,42,TX,5
CUST002853,25,VA,52
CUST002854,23,TX,21
CUST002855,62,CA,42
CUST002856,22,IL,72
CUST002857,53,NC,24
CUST002858,66,SC,85
CUST002859,62,NC,167
CUST002860,45,AZ,25
CUST002861,30,NY,167
CUST002862,75,TX,75
CUST002863,69,CA,107
CUST002864,55,TX,80
CUST002865,23,VA,57
CUST002866,20,TX,20
CUST002867,37,CA,107
CUST002868,27,NC,165
CUST002869,71,NY,94
CUST002870,30,FL,108
CUST002871,35,NC,116
CUST002872,78,VA,70
CUST002873,68,FL,22
CUST002874,31,GA,92
CUST002875,41,VA,157
CUST002876,49,NY,57
CUST002877,59,FL,157
CUST002878,76,FL,154
CUST002879,72,CA,45
CUST002880,78,NC,104
CUST002881,20,GA,135
CUST002882,32,NC,90
CUST002883,52,AZ,126
CUST002884,21,SC,164
CUST002885,40,IL,113
CUST002886,27,SC,151
CUST002887,75,GA,145
CUST002888,21,NY,147
CUST002889,27,IL,154
CUST002890,30,SC,41
CUST002891,27,VA,4
CUST002892,53,IL,28
CUST002893,40,GA,45
CUST002894,74,VA,125
CUST002895,34,CA,92
CUST002896,51,NC,85
CUST002897,58,IL,2
CUST002898,56,IL,124
CUST002899,67,IL,66
CUST002900,30,VA,137
CUST002901,49,SC,21
CUST002902,67,FL,54
CUST002903,71,GA,10
CUST002904,56,AZ,52
CUST002905,58,NY,167
CUST002906,71,AZ,89
CUST002907,56,CA,80
CUST002908,76,CA,50
CUST002909,25,SC,48
CUST002910,39,NC,121
CUST002911,24,NC,178
CUST002912,23,TX,135
CUST002913,47,VA,133
CUST002914,32,AZ,85
CUST002915,43,SC,18
CUST002916,45,AZ,131
CUST002917,56,NY,146
CUST002918,76,SC,92
CUST002919,70,NC,17
CUST002920,41,GA,129
CUST002921,38,GA,166
CUST002922,65,GA,41
CUST002923,25,TX,29
CUST002924,51,SC,133
CUST002925,44,SC,60
CUST002926,29,NY,129
CUST002927,56,AZ,127
CUST002928,37,VA,48
CUST002929,29,AZ,8
CUST002930,58,GA,101
CUST002931,28,GA,74
CUST002932,59,NC,154
CUST002933,28,FL,65
CUST002934,44,FL,45
CUST002935,68,NY,155
CUST002936,32,SC,133
CUST002937,65,SC,112
CUST002938,62,FL,172
CUST002939,73,NC,141
CUST002940,28,SC,156
CUST002941,62,NY,144
CUST002942,76,AZ,73
CUST002943,65,TX,12
CUST002944,29,SC,110
CUST002945,68,AZ,138
CUST002946,24,TX,179
CUST002947,54,CA,123
CUST002948,48,SC,103
CUST002949,50,TX,104
CUST002950,50,NC,21
CUST002951,19,NY,2
CUST002952,49,VA,9
CUST002953,76,AZ,163
CUST002954,45,NC,143
CUST002955,35,NY,47
CUST002956,79,SC,77
CUST002957,24,NY,88
CUST002958,48,FL,45
CUST002959,49,AZ,77
CUST002960,47,NY,63
CUST002961,75,GA,126
CUST002962,44,NC,137
CUST002963,78,TX,18
CUST002964,22,FL,84
CUST002965,63,NC,179
CUST002966,54,TX,157
CUST002967,32,VA,143
CUST002968,32,VA,133
CUST002969,62,NC,1
CUST002970,57,GA,176
CUST002971,55,VA,133
CUST002972,21,NC,160
CUST002973,55,FL,164
CUST002974,78,VA,46
CUST002975,19,SC,3
CUST002976,47,FL,119
CUST002977,48,NC,83
CUST002978,73,AZ,4
CUST002979,35,FL,49
CUST002980,47,AZ,179
CUST002981,62,IL,66
CUST002982,21,AZ,47
CUST002983,67,TX,118
CUST002984,68,FL,120
CUST002985,62,CA,60
CUST002986,58,NC,153
CUST002987,64,IL,105
CUST002988,66,GA,29
CUST002989,74,NC,59
CUST002990,44,VA,153
CUST002991,46,VA,17
CUST002992,57,NC,3
CUST002993,29,NY,119
CUST002994,71,NC,80
CUST002995,65,IL,46
CUST002996,57,FL,85
CUST002997,36,CA,34
CUST002998,39,GA,68
CUST002999,44,SC,43
CUST003000,59,SC,106
CUST003001,66,NY,122
CUST003002,59,CA,165
CUST003003,75,VA,13
CUST003004,77,GA,59
CUST003005,61,AZ,48
CUST003006,40,IL,105
CUST003007,55,FL,96
CUST003008,44,VA,158
CUST003009,57,GA,166
CUST003010,68,TX,140
CUST003011,40,TX,36
CUST003012,49,SC,8
CUST003013,20,NC,162
CUST003014,63,FL,170
CUST003015,48,CA,46
CUST003016,46,SC,9
CUST003017,51,FL,123
CUST003018,31,SC,106
CUST003019,55,VA,160
CUST003020,64,NY,104
CUST003021,39,VA,137
CUST003022,26,VA,142
CUST003023,41,AZ,2
CUST003024,30,SC,27
CUST003025,41,SC,141
CUST003026,56,AZ,33
CUST003027,25,TX,38
CUST003028,64,NC,136
CUST003029,31,FL,37
CUST003030,73,TX,27
CUST003031,63,VA,3
CUST003032,34,TX,85
CUST003033,52,NY,115
CUST003034,24,VA,132
CUST003035,24,IL,164
CUST003036,77,FL,118
CUST003037,67,AZ,137
CUST003038,27,NC,38
CUST003039,35,GA,62
CUST003040,30,CA,55
CUST003041,42,IL,12
CUST003042,36,VA,175
CUST003043,38,AZ,44
CUST003044,50,SC,81
CUST003045,29,FL,65
CUST003046,72,GA,9
CUST003047,63,FL,163
CUST003048,65,AZ,40
CUST003049,28,CA,19
CUST003050,61,CA,62
CUST003051,69,VA,26
CUST003052,28,AZ,180
CUST003053,64,FL,35
CUST003054,40,NY,55
CUST003055,66,NY,49
CUST003056,47,NY,5
CUST003057,67,NY,3
CUST003058,27,FL,93
CUST003059,42,NY,42
CUST003060,34,AZ,16
CUST003061,33,GA,53
CUST003062,37,TX,50
CUST003063,41,SC,77
CUST003064,25,GA,179
CUST003065,61,CA,56
CUST003066,52,NY,127
CUST003067,69,VA,139
CUST003068,61,TX,10
CUST003069,27,IL,91
CUST003070,22,SC,81
CUST003071,44,NC,92
CUST003072,47,GA,31
CUST003073,32,NY,84
CUST003074,66,GA,23
CUST003075,54,IL,171
CUST003076,64,IL,106
CUST003077,24,TX,7
CUST003078,68,GA,92
CUST003079,30,NC,167
CUST003080,45,IL,134
CUST003081,45,IL,50
CUST003082,68,FL,161
CUST003083,35,TX,34
CUST003084,32,CA,45
CUST003085,39,NY,28
CUST003086,40,SC,167
CUST003087,29,NY,130
CUST003088,28,AZ,94
CUST003089,32,CA,121
CUST003090,46,FL,47
CUST003091,39,TX,13
CUST003092,42,VA,153
CUST003093,62,NY,174
CUST003094,32,VA,7
CUST003095,74,GA,10
CUST003096,64,VA,101
CUST003097,28,GA,8
CUST003098,37,GA,130
CUST003099,29,NC,171
CUST003100,34,CA,51
CUST003101,40,FL,53
CUST003102,26,AZ,156
CUST003103,18,SC,65
CUST003104,45,NY,44
CUST003105,61,SC,16
CUST003106,36,TX,152
CUST003107,71,FL,167
CUST003108,40,FL,15
CUST003109,73,NY,145
CUST003110,32,IL,29
CUST003111,51,GA,25
CUST003112,65,IL,69
CUST003113,21,SC,79
CUST003114,75,VA,154
CUST003115,40,GA,126
CUST003116,48,AZ,27
CUST003117,56,SC,106
CUST003118,57,GA,158
CUST003119,19,FL,120
CUST003120,71,IL,42
CUST003121,56,FL,24
CUST003122,79,AZ,82
CUST003123,47,CA,85
CUST003124,56,CA,64
CUST003125,45,CA,20
CUST003126,73,SC,22
CUST003127,69,FL,96
CUST003128,74,TX,170
CUST003129,49,VA,108
CUST003130,67,SC,79
CUST003131,40,SC,168
CUST003132,46,CA,125
CUST003133,65,NY,130
CUST003134,23,VA,104
CUST003135,62,CA,138
CUST003136,18,NY,91
CUST003137,54,IL,112
CUST003138,47,AZ,111
CUST003139,47,IL,136
CUST003140,48,SC,162
CUST003141,48,CA,53
CUST003142,43,GA,126
CUST003143,45,FL,6
CUST003144,53,NY,96
CUST003145,65,NY,162
CUST003146,52,FL,117
CUST003147,57,AZ,49
CUST003148,69,SC,110
CUST003149,79,NC,65
CUST003150,24,NC,78
CUST003151,62,IL,42
CUST003152,31,FL,113
CUST003153,30,FL,36
CUST003154,67,NY,80
CUST003155,22,FL,170
CUST003156,70,TX,137
CUST003157,65,NC,75
CUST003158,79,SC,175
CUST003159,59,AZ,3
CUST003160,72,FL,173
CUST003161,25,SC,64
CUST003162,73,GA,148
CUST003163,27,GA,171
CUST003164,37,VA,109
CUST003165,25,VA,110
CUST003166,42,CA,135
CUST003167,64,SC,44
CUST003168,34,GA,33
CUST003169,68,FL,62
CUST003170,55,TX,87
CUST003171,56,IL,134
CUST003172,76,AZ,47
CUST003173,44,VA,102
CUST003174,39,TX,1
CUST003175,79,NC,6
CUST003176,52,NY,175
CUST003177,56,SC,154
CUST003178,36,NC,156
CUST003179,31,NY,60
CUST003180,28,SC,93
CUST003181,31,FL,122
CUST003182,30,SC,46
CUST003183,64,CA,135
CUST003184,21,CA,125
CUST003185,57,TX,74
CUST003186,76,IL,79
CUST003187,65,FL,56
CUST003188,42,SC,145
CUST003189,21,SC,178
CUST003190,69,VA,180
CUST003191,18,VA,139
CUST003192,60,GA,63
CUST003193,59,VA,141
CUST003194,29,TX,44
CUST003195,63,SC,162
CUST003196,28,NY,49
CUST003197,31,GA,73
CUST003198,68,NY,17
CUST003199,78,TX,15
CUST003200,34,AZ,71
CUST003201,75,FL,100
