account_id,customer_id,account_type,balance
ACC0004108,CUST004118,savings,5431.28
ACC0004109,CUST003375,savings,6950.1
ACC0004110,CUST004215,checking,9354.36
ACC0004111,CUST004554,savings,4162.4
ACC0004112,CUST004807,savings,4449.01
ACC0004113,CUST000332,checking,302.54
ACC0004114,CUST002278,checking,406.47
ACC0004115,CUST000001,checking,682.5
ACC0004116,CUST002810,savings,702.22
ACC0004117,CUST000578,checking,6640.04
ACC0004118,CUST001358,savings,1228.95
ACC0004119,CUST001359,credit_card,1111.1
ACC0004120,CUST003751,savings,18716.06
ACC0004121,CUST001185,savings,3367.47
ACC0004122,CUST003990,checking,5667.28
ACC0004123,CUST003390,credit_card,693.38
ACC0004124,CUST001086,checking,1288.35
ACC0004125,CUST004499,checking,1631.56
ACC0004126,CUST000295,checking,1337.92
ACC0004127,CUST004455,checking,7783.71
ACC0004128,CUST003439,savings,4624.88
ACC0004129,CUST003959,savings,4434.22
ACC0004130,CUST001078,checking,6466.15
ACC0004131,CUST003327,checking,3674.61
ACC0004132,CUST002918,credit_card,3452.26
ACC0004133,CUST004621,savings,10977.12
ACC0004134,CUST001380,checking,10686.64
ACC0004135,CUST000016,checking,2491.0
ACC0004136,CUST002355,checking,2097.69
ACC0004137,CUST004260,savings,10991.98
ACC0004138,CUST002657,credit_card,4841.02
ACC0004139,CUST002262,checking,3682.93
ACC0004140,CUST002463,credit_card,3780.47
ACC0004141,CUST000985,checking,613.17
ACC0004142,CUST002653,checking,14802.68
ACC0004143,CUST004311,checking,483.42
ACC0004144,CUST001867,checking,809.06
ACC0004145,CUST000032,savings,1797.48
ACC0004146,CUST000722,savings,1479.73
ACC0004147,CUST002490,checking,6797.07
ACC0004148,CUST004222,checking,7694.78
ACC0004149,CUST002229,savings,842.14
ACC0004150,CUST004277,savings,3339.14
ACC0004151,CUST001712,checking,9381.81
ACC0004152,CUST004983,savings,6025.08
ACC0004153,CUST003675,credit_card,7015.03
ACC0004154,CUST000302,checking,7265.65
ACC0004155,CUST002998,savings,2882.1
ACC0004156,CUST004076,savings,3007.47
ACC0004157,CUST001460,checking,3462.67
ACC0004158,CUST000990,credit_card,1607.09
ACC0004159,CUST002543,checking,1404.78
ACC0004160,CUST002617,checking,18048.72
ACC0004161,CUST004786,savings,8632.08
ACC0004162,CUST000037,credit_card,11771.62
ACC0004163,CUST002129,credit_card,5480.31
ACC0004164,CUST000749,checking,9325.32
ACC0004165,CUST004428,checking,1840.45
ACC0004166,CUST001220,checking,3935.55
ACC0004167,CUST001404,checking,2989.27
ACC0004168,CUST000787,checking,429.2
ACC0004169,CUST002050,checking,1468.88
ACC0004170,CUST003037,checking,3698.95
ACC0004171,CUST000551,credit_card,4538.82
ACC0004172,CUST001307,checking,21627.56
ACC0004173,CUST003519,savings,2251.03
ACC0004174,CUST000888,checking,5606.13
ACC0004175,CUST003994,checking,886.82
ACC0004176,CUST000569,credit_card,1580.11
ACC0004177,CUST002985,savings,901.36
ACC0004178,CUST003050,checking,4860.12
ACC0004179,CUST000117,savings,1523.51
ACC0004180,CUST002135,checking,877.65
ACC0004181,CUST001509,savings,1203.83
ACC0004182,CUST002703,checking,631.32
ACC0004183,CUST000649,credit_card,1322.92
ACC0004184,CUST001179,credit_card,4686.47
ACC0004185,CUST002681,savings,4485.23
ACC0004186,CUST004130,checking,3267.39
ACC0004187,CUST004000,checking,1093.78
ACC0004188,CUST000994,credit_card,9264.05
ACC0004189,CUST003106,checking,4516.98
ACC0004190,CUST003072,checking,6480.37
ACC0004191,CUST002921,checking,1429.4
ACC0004192,CUST004641,savings,795.98
ACC0004193,CUST003018,savings,6068.62
ACC0004194,CUST003683,checking,359.41
ACC0004195,CUST004596,credit_card,1125.92
ACC0004196,CUST004376,checking,3352.88
ACC0004197,CUST000761,checking,2163.5
ACC0004198,CUST004212,credit_card,6849.08
ACC0004199,CUST004459,savings,3006.42
ACC0004200,CUST001021,savings,7362.2
ACC0004201,CUST002269,checking,9212.06
ACC0004202,CUST000017,checking,543.17
ACC0004203,CUST001579,checking,24836.0
ACC0004204,CUST002088,checking,457.88
ACC0004205,CUST002415,checking,209.38
ACC0004206,CUST003518,savings,1692.06
ACC0004207,CUST002809,savings,3360.21
ACC0004208,CUST000719,savings,1514.5
ACC0004209,CUST000724,savings,4386.62
ACC0004210,CUST001791,savings,1591.84
ACC0004211,CUST003465,checking,7217.09
ACC0004212,CUST001461,savings,1261.16
ACC0004213,CUST001651,checking,1722.46
ACC0004214,CUST000537,checking,1408.81
ACC0004215,CUST001747,checking,1613.09
ACC0004216,CUST000059,checking,6675.48
ACC0004217,CUST003009,checking,2318.47
ACC0004218,CUST004572,checking,4946.26
ACC0004219,CUST003503,checking,4871.34
ACC0004220,CUST004825,savings,2348.85
ACC0004221,CUST000201,checking,12376.06
ACC0004222,CUST004521,checking,9047.98
ACC0004223,CUST003718,checking,170.53
ACC0004224,CUST004779,savings,6808.23
ACC0004225,CUST001628,checking,4161.22
ACC0004226,CUST004308,checking,6138.35
ACC0004227,CUST004039,checking,2367.06
ACC0004228,CUST000088,checking,1838.38
ACC0004229,CUST003561,checking,10150.57
ACC0004230,CUST001715,savings,7303.36
ACC0004231,CUST002457,savings,5971.98
ACC0004232,CUST001378,checking,33319.44
ACC0004233,CUST000389,credit_card,6606.06
ACC0004234,CUST004633,savings,2972.48
ACC0004235,CUST002362,checking,920.53
ACC0004236,CUST002546,checking,1336.16
ACC0004237,CUST000936,savings,2109.39
ACC0004238,CUST003247,checking,1941.84
ACC0004239,CUST004430,credit_card,9114.42
ACC0004240,CUST001794,checking,4093.58
ACC0004241,CUST001418,checking,2121.71
ACC0004242,CUST004648,checking,8757.53
ACC0004243,CUST002856,savings,8544.33
ACC0004244,CUST004857,savings,2649.07
ACC0004245,CUST000273,credit_card,1988.89
ACC0004246,CUST002982,savings,1806.33
ACC0004247,CUST003008,credit_card,622.41
ACC0004248,CUST001481,checking,2202.35
ACC0004249,CUST004277,checking,696.06
ACC0004250,CUST001221,checking,673.89
ACC0004251,CUST001128,checking,5060.76
ACC0004252,CUST001323,savings,3878.32
ACC0004253,CUST002613,savings,5595.01
ACC0004254,CUST004688,savings,914.8
ACC0004255,CUST003643,checking,10611.64
ACC0004256,CUST001154,credit_card,3650.63
ACC0004257,CUST002299,checking,1816.04
ACC0004258,CUST004361,checking,5173.53
ACC0004259,CUST004115,savings,1607.78
ACC0004260,CUST000847,checking,3758.35
ACC0004261,CUST001070,credit_card,5939.34
ACC0004262,CUST002944,credit_card,861.81
ACC0004263,CUST002256,checking,2337.97
ACC0004264,CUST002624,checking,6398.7
ACC0004265,CUST000386,credit_card,9189.44
ACC0004266,CUST002712,checking,955.68
ACC0004267,CUST004351,checking,24442.5
ACC0004268,CUST003108,checking,3732.62
ACC0004269,CUST000081,savings,18162.62
ACC0004270,CUST004350,checking,8959.15
ACC0004271,CUST000747,credit_card,1333.92
ACC0004272,CUST002618,savings,4243.23
ACC0004273,CUST001665,checking,2915.43
ACC0004274,CUST003173,savings,3542.64
ACC0004275,CUST000360,savings,3733.78
ACC0004276,CUST002425,savings,538.01
ACC0004277,CUST002025,checking,11145.33
ACC0004278,CUST004380,checking,375.78
ACC0004279,CUST001982,checking,8278.83
ACC0004280,CUST002322,checking,5083.62
ACC0004281,CUST002061,checking,6456.07
ACC0004282,CUST004287,savings,2508.05
ACC0004283,CUST003696,checking,5608.22
ACC0004284,CUST003329,savings,10768.55
ACC0004285,CUST000620,savings,981.17
ACC0004286,CUST002101,checking,365.63
ACC0004287,CUST000597,savings,13132.7
ACC0004288,CUST002357,checking,3171.92
ACC0004289,CUST004659,checking,765.9
ACC0004290,CUST000177,savings,38064.32
ACC0004291,CUST002888,checking,2653.78
ACC0004292,CUST001608,credit_card,2869.5
ACC0004293,CUST000168,savings,2661.18
ACC0004294,CUST002120,savings,1221.35
ACC0004295,CUST000773,checking,1770.14
ACC0004296,CUST002970,savings,993.24
ACC0004297,CUST000808,checking,27077.46
ACC0004298,CUST000013,checking,499.05
ACC0004299,CUST001996,credit_card,4177.79
ACC0004300,CUST003926,credit_card,759.44
ACC0004301,CUST004283,credit_card,5930.25
ACC0004302,CUST001611,savings,1235.42
ACC0004303,CUST002021,savings,10825.47
ACC0004304,CUST000501,checking,326.58
ACC0004305,CUST001170,savings,898.23
ACC0004306,CUST002720,checking,1546.06
ACC0004307,CUST000595,checking,5330.9
ACC0004308,CUST000734,checking,1475.96
ACC0004309,CUST001424,checking,13220.99
ACC0004310,CUST003571,savings,944.71
ACC0004311,CUST000278,checking,4333.9
ACC0004312,CUST001197,checking,2710.17
ACC0004313,CUST000782,checking,3580.5
ACC0004314,CUST003451,checking,24205.6
ACC0004315,CUST001653,credit_card,5112.51
ACC0004316,CUST004987,checking,2082.91
ACC0004317,CUST003079,savings,3443.14
ACC0004318,CUST002489,savings,1801.8
ACC0004319,CUST004245,checking,846.79
ACC0004320,CUST000059,credit_card,1406.92
ACC0004321,CUST004765,savings,2520.79
ACC0004322,CUST000830,checking,1207.38
ACC0004323,CUST004184,credit_card,3203.95
ACC0004324,CUST001634,savings,1250.45
ACC0004325,CUST003910,checking,8307.27
ACC0004326,CUST002589,checking,1118.7
ACC0004327,CUST002097,credit_card,1999.48
ACC0004328,CUST003777,checking,5944.64
ACC0004329,CUST000959,credit_card,5269.88
ACC0004330,CUST002660,checking,966.86
ACC0004331,CUST003735,savings,3970.39
ACC0004332,CUST003944,savings,9829.3
ACC0004333,CUST002740,checking,843.97
ACC0004334,CUST000963,checking,908.56
ACC0004335,CUST001844,checking,5345.3
ACC0004336,CUST001242,checking,2637.46
ACC0004337,CUST004577,savings,14870.57
ACC0004338,CUST001270,savings,10102.94
ACC0004339,CUST003270,checking,1065.86
ACC0004340,CUST001865,savings,10841.3
ACC0004341,CUST001442,checking,2278.67
ACC0004342,CUST002872,checking,11811.73
ACC0004343,CUST002754,checking,4029.02
ACC0004344,CUST001312,checking,17635.23
ACC0004345,CUST002028,checking,5025.6
ACC0004346,CUST004225,checking,2303.76
ACC0004347,CUST003985,savings,7439.56
ACC0004348,CUST000277,checking,1974.43
ACC0004349,CUST000204,checking,3869.77
ACC0004350,CUST001117,checking,13547.16
ACC0004351,CUST002757,credit_card,3853.54
ACC0004352,CUST003370,savings,4663.42
ACC0004353,CUST000044,checking,8614.17
ACC0004354,CUST000412,savings,1486.14
ACC0004355,CUST001073,checking,2735.12
ACC0004356,CUST002870,checking,2031.85
ACC0004357,CUST003730,checking,762.33
ACC0004358,CUST004334,checking,4978.28
ACC0004359,CUST004228,credit_card,1266.49
ACC0004360,CUST002165,checking,13811.57
ACC0004361,CUST000679,checking,3774.27
ACC0004362,CUST001828,checking,575.92
ACC0004363,CUST004569,checking,811.28
ACC0004364,CUST003348,checking,15700.74
ACC0004365,CUST001163,checking,11127.87
ACC0004366,CUST004352,checking,590.44
ACC0004367,CUST000417,savings,2297.95
ACC0004368,CUST000072,credit_card,1237.17
ACC0004369,CUST001600,savings,1430.67
ACC0004370,CUST001432,savings,5908.79
ACC0004371,CUST000314,checking,6250.06
ACC0004372,CUST000129,checking,577.34
ACC0004373,CUST000539,savings,2143.01
ACC0004374,CUST000691,checking,1151.83
ACC0004375,CUST004401,checking,2404.62
ACC0004376,CUST002485,savings,4583.98
ACC0004377,CUST004863,savings,9272.92
ACC0004378,CUST003393,checking,3575.63
ACC0004379,CUST000927,credit_card,20850.79
ACC0004380,CUST001213,checking,10869.72
ACC0004381,CUST003769,savings,2193.26
ACC0004382,CUST004732,checking,2302.31
ACC0004383,CUST003463,savings,1123.42
ACC0004384,CUST002810,checking,1347.46
ACC0004385,CUST001908,checking,5050.93
ACC0004386,CUST001111,credit_card,9404.56
ACC0004387,CUST004237,checking,1787.77
ACC0004388,CUST004307,credit_card,2078.65
ACC0004389,CUST004106,credit_card,8631.96
ACC0004390,CUST002718,savings,2306.13
ACC0004391,CUST001414,savings,234.22
ACC0004392,CUST002822,checking,24102.09
ACC0004393,CUST001697,checking,2210.54
ACC0004394,CUST000723,checking,1815.73
ACC0004395,CUST003720,savings,5387.74
ACC0004396,CUST004544,credit_card,3132.04
ACC0004397,CUST000828,credit_card,1004.22
ACC0004398,CUST004573,checking,5664.39
ACC0004399,CUST000336,checking,4090.94
ACC0004400,CUST004555,credit_card,5889.44
ACC0004401,CUST003780,savings,3512.59
ACC0004402,CUST002747,checking,832.74
ACC0004403,CUST001665,credit_card,6352.77
ACC0004404,CUST004100,savings,3682.56
ACC0004405,CUST004502,checking,2514.69
ACC0004406,CUST000718,savings,6992.15
ACC0004407,CUST002129,checking,12059.5
ACC0004408,CUST000726,checking,1564.44
ACC0004409,CUST002798,checking,2435.17
ACC0004410,CUST003394,credit_card,7984.69
ACC0004411,CUST002024,savings,1378.53
ACC0004412,CUST003909,checking,2332.3
ACC0004413,CUST002130,checking,4633.81
ACC0004414,CUST004747,checking,4698.71
ACC0004415,CUST001457,checking,6537.34
ACC0004416,CUST002047,credit_card,1036.29
ACC0004417,CUST002518,savings,1657.2
ACC0004418,CUST000371,credit_card,2777.24
ACC0004419,CUST000780,credit_card,1143.02
ACC0004420,CUST001974,checking,5866.0
ACC0004421,CUST001823,savings,9856.7
ACC0004422,CUST001118,checking,8079.84
ACC0004423,CUST004016,credit_card,10051.25
ACC0004424,CUST003304,checking,617.87
ACC0004425,CUST003654,checking,1008.55
ACC0004426,CUST003236,savings,1959.99
ACC0004427,CUST004511,checking,1674.49
ACC0004428,CUST000129,savings,725.09
ACC0004429,CUST004335,savings,2036.62
ACC0004430,CUST003313,checking,1884.24
ACC0004431,CUST002121,checking,2083.08
ACC0004432,CUST003728,credit_card,28675.68
ACC0004433,CUST004007,checking,15338.71
ACC0004434,CUST003430,checking,5586.55
ACC0004435,CUST003242,credit_card,2899.96
ACC0004436,CUST004994,savings,2450.9
ACC0004437,CUST002701,checking,11546.07
ACC0004438,CUST002323,checking,1541.02
ACC0004439,CUST000051,checking,7667.81
ACC0004440,CUST004111,checking,2584.84
ACC0004441,CUST001097,checking,2376.11
ACC0004442,CUST001920,savings,1975.07
ACC0004443,CUST003506,credit_card,8573.58
ACC0004444,CUST003907,credit_card,7664.11
ACC0004445,CUST000570,checking,11139.55
ACC0004446,CUST003943,savings,602.42
ACC0004447,CUST000715,checking,484.18
ACC0004448,CUST003760,savings,2104.44
ACC0004449,CUST001059,checking,1800.32
ACC0004450,CUST001872,checking,990.48
ACC0004451,CUST002902,checking,1135.82
ACC0004452,CUST001479,savings,4708.14
ACC0004453,CUST004207,savings,1942.63
ACC0004454,CUST001752,checking,3735.17
ACC0004455,CUST002962,checking,5585.61
ACC0004456,CUST000329,checking,1652.42
ACC0004457,CUST002159,credit_card,3260.19
ACC0004458,CUST003192,savings,9089.79
ACC0004459,CUST002329,credit_card,1684.09
ACC0004460,CUST001386,savings,630.69
ACC0004461,CUST000310,savings,2976.51
ACC0004462,CUST003720,checking,529.43
ACC0004463,CUST002808,credit_card,995.67
ACC0004464,CUST003518,checking,63833.61
ACC0004465,CUST000401,checking,20194.31
ACC0004466,CUST000037,credit_card,2590.5
ACC0004467,CUST001282,savings,854.51
ACC0004468,CUST004101,savings,450.65
ACC0004469,CUST003294,checking,477.32
ACC0004470,CUST004703,checking,1069.28
ACC0004471,CUST003703,credit_card,4327.5
ACC0004472,CUST001399,savings,9956.52
ACC0004473,CUST004137,savings,4053.8
ACC0004474,CUST004006,checking,2716.27
ACC0004475,CUST002049,checking,1426.35
ACC0004476,CUST001883,checking,4617.15
ACC0004477,CUST003549,checking,896.55
ACC0004478,CUST004210,checking,10259.43
ACC0004479,CUST003785,checking,1837.09
ACC0004480,CUST001832,credit_card,3328.06
ACC0004481,CUST001425,savings,1692.94
ACC0004482,CUST003105,checking,2511.53
ACC0004483,CUST004831,savings,2298.53
ACC0004484,CUST001076,savings,1679.59
ACC0004485,CUST003075,savings,3431.25
ACC0004486,CUST000912,checking,1216.32
ACC0004487,CUST003016,credit_card,3093.6
ACC0004488,CUST002560,savings,3009.36
ACC0004489,CUST001168,checking,1604.69
ACC0004490,CUST004281,checking,13532.13
ACC0004491,CUST003091,credit_card,1621.07
ACC0004492,CUST001892,checking,22503.86
ACC0004493,CUST002462,savings,3005.49
ACC0004494,CUST004945,checking,8736.14
ACC0004495,CUST003630,savings,3881.78
ACC0004496,CUST000716,credit_card,2469.51
ACC0004497,CUST004671,savings,5061.92
ACC0004498,CUST004212,checking,9143.69
ACC0004499,CUST002802,savings,2115.48
ACC0004500,CUST000242,checking,946.46
ACC0004501,CUST000938,savings,6516.83
ACC0004502,CUST000405,checking,2693.72
ACC0004503,CUST001201,checking,696.94
ACC0004504,CUST000256,credit_card,612.35
ACC0004505,CUST003389,checking,891.57
ACC0004506,CUST001979,checking,6368.4
ACC0004507,CUST000197,savings,3793.47
ACC0004508,CUST002296,checking,1867.83
ACC0004509,CUST001309,credit_card,3945.77
ACC0004510,CUST002759,credit_card,3682.48
ACC0004511,CUST000275,savings,1849.36
ACC0004512,CUST000210,checking,6954.12
ACC0004513,CUST001950,checking,8379.46
ACC0004514,CUST004065,savings,1767.71
ACC0004515,CUST002959,checking,1607.12
ACC0004516,CUST002126,savings,3515.68
ACC0004517,CUST000955,savings,3983.41
ACC0004518,CUST004644,checking,1383.3
ACC0004519,CUST004489,checking,44768.19
ACC0004520,CUST004903,savings,1018.11
ACC0004521,CUST001995,savings,1029.5
ACC0004522,CUST004401,savings,12701.63
ACC0004523,CUST001792,checking,2394.19
ACC0004524,CUST001676,savings,939.43
ACC0004525,CUST001711,savings,1330.77
ACC0004526,CUST000323,checking,1477.31
ACC0004527,CUST002155,credit_card,1690.39
ACC0004528,CUST000623,credit_card,740.4
ACC0004529,CUST000298,checking,649.37
ACC0004530,CUST003778,savings,664.2
ACC0004531,CUST004729,checking,1646.07
ACC0004532,CUST003094,savings,1504.34
ACC0004533,CUST001477,checking,790.17
ACC0004534,CUST004512,savings,1774.43
ACC0004535,CUST004035,checking,1640.25
ACC0004536,CUST001833,savings,4551.86
ACC0004537,CUST000033,savings,756.52
ACC0004538,CUST002308,savings,8876.94
ACC0004539,CUST001510,savings,4996.59
ACC0004540,CUST000739,checking,1797.63
ACC0004541,CUST002801,credit_card,1409.18
ACC0004542,CUST004795,checking,10035.43
ACC0004543,CUST001534,checking,1527.01
ACC0004544,CUST004720,checking,4229.3
ACC0004545,CUST003976,savings,6278.23
ACC0004546,CUST004123,savings,3715.82
ACC0004547,CUST000379,checking,6843.22
ACC0004548,CUST002808,credit_card,8025.15
ACC0004549,CUST000752,credit_card,523.19
ACC0004550,CUST000407,checking,3074.96
ACC0004551,CUST002370,checking,2338.5
ACC0004552,CUST000093,checking,1840.97
ACC0004553,CUST002734,savings,3281.64
ACC0004554,CUST000092,savings,15819.52
ACC0004555,CUST002992,savings,2624.5
ACC0004556,CUST000568,checking,576.59
ACC0004557,CUST000564,checking,3912.72
ACC0004558,CUST002233,savings,4598.56
ACC0004559,CUST002311,checking,7608.24
ACC0004560,CUST002096,savings,403.61
ACC0004561,CUST002769,checking,1276.54
ACC0004562,CUST004472,checking,8007.22
ACC0004563,CUST004656,checking,3607.92
ACC0004564,CUST003154,savings,449.14
ACC0004565,CUST000589,checking,1387.79
ACC0004566,CUST002161,checking,3963.76
ACC0004567,CUST000354,savings,2870.2
ACC0004568,CUST000561,checking,1954.08
ACC0004569,CUST002160,checking,4856.91
ACC0004570,CUST000065,savings,3906.21
ACC0004571,CUST002897,credit_card,5187.4
ACC0004572,CUST004905,credit_card,1048.71
ACC0004573,CUST000052,checking,12028.79
ACC0004574,CUST002287,checking,13013.17
ACC0004575,CUST000863,checking,9358.57
ACC0004576,CUST002363,checking,699.96
ACC0004577,CUST002839,checking,3085.04
ACC0004578,CUST004837,savings,6204.69
ACC0004579,CUST001007,savings,12137.58
ACC0004580,CUST004504,savings,4591.74
ACC0004581,CUST000699,checking,4118.4
ACC0004582,CUST004256,credit_card,881.09
ACC0004583,CUST001435,checking,3028.1
ACC0004584,CUST000353,checking,1705.62
ACC0004585,CUST000151,savings,3309.3
ACC0004586,CUST003513,savings,1732.97
ACC0004587,CUST002656,checking,13598.7
ACC0004588,CUST001518,checking,7143.2
ACC0004589,CUST004458,checking,1462.82
ACC0004590,CUST001878,checking,16629.39
ACC0004591,CUST003326,credit_card,1295.91
ACC0004592,CUST001692,checking,2690.05
ACC0004593,CUST003482,savings,3889.83
ACC0004594,CUST000119,checking,740.4
ACC0004595,CUST003767,savings,6003.0
ACC0004596,CUST002838,savings,1608.22
ACC0004597,CUST004122,checking,14516.67
ACC0004598,CUST003867,credit_card,1485.61
ACC0004599,CUST002875,checking,3769.86
ACC0004600,CUST002261,savings,18117.36
ACC0004601,CUST004920,checking,1249.29
ACC0004602,CUST002026,savings,1213.92
ACC0004603,CUST002737,checking,985.65
ACC0004604,CUST004110,savings,6230.63
ACC0004605,CUST001316,checking,5323.57
ACC0004606,CUST001545,checking,580.01
ACC0004607,CUST002441,checking,4055.39
ACC0004608,CUST003733,checking,10679.18
ACC0004609,CUST000982,savings,2179.1
ACC0004610,CUST001736,savings,511.68
ACC0004611,CUST002321,checking,4033.66
ACC0004612,CUST001158,checking,1348.36
ACC0004613,CUST003561,savings,728.36
ACC0004614,CUST002895,checking,1863.75
ACC0004615,CUST003144,savings,8775.83
ACC0004616,CUST004805,savings,4743.42
ACC0004617,CUST004343,savings,1623.86
ACC0004618,CUST002787,checking,9861.38
ACC0004619,CUST004926,checking,8663.84
ACC0004620,CUST004864,savings,4493.67
ACC0004621,CUST004653,savings,8732.85
ACC0004622,CUST002455,checking,1544.03
ACC0004623,CUST000968,checking,6884.5
ACC0004624,CUST001755,checking,3392.86
ACC0004625,CUST003475,savings,812.16
ACC0004626,CUST002015,savings,2719.44
ACC0004627,CUST004747,savings,2932.95
ACC0004628,CUST003210,checking,3037.77
ACC0004629,CUST000319,savings,1114.53
ACC0004630,CUST000541,checking,6505.62
ACC0004631,CUST001343,credit_card,17686.79
ACC0004632,CUST000274,checking,13537.58
ACC0004633,CUST003027,checking,730.28
ACC0004634,CUST000815,savings,7783.24
ACC0004635,CUST001361,savings,8202.89
ACC0004636,CUST004296,checking,3802.16
ACC0004637,CUST003930,savings,762.3
ACC0004638,CUST004113,savings,2423.16
ACC0004639,CUST003183,checking,4046.02
ACC0004640,CUST002400,checking,923.84
ACC0004641,CUST004498,checking,1247.42
ACC0004642,CUST002724,checking,749.87
ACC0004643,CUST003809,savings,2196.85
ACC0004644,CUST003057,savings,4984.36
ACC0004645,CUST001648,checking,1615.08
ACC0004646,CUST002277,savings,966.4
ACC0004647,CUST001089,credit_card,5019.52
ACC0004648,CUST001013,checking,3071.98
ACC0004649,CUST000579,checking,6783.52
ACC0004650,CUST003762,savings,12300.28
ACC0004651,CUST004184,checking,32939.34
ACC0004652,CUST004092,checking,3780.53
ACC0004653,CUST004325,checking,574.24
ACC0004654,CUST004319,checking,3326.01
ACC0004655,CUST000878,savings,2141.64
ACC0004656,CUST000137,checking,1940.16
ACC0004657,CUST001569,checking,1523.44
ACC0004658,CUST004744,checking,1137.36
ACC0004659,CUST001669,savings,724.59
ACC0004660,CUST000583,checking,2518.03
ACC0004661,CUST003985,checking,7978.12
ACC0004662,CUST003540,savings,1663.16
ACC0004663,CUST004516,checking,5941.15
ACC0004664,CUST004852,checking,3291.62
ACC0004665,CUST002050,credit_card,6189.34
ACC0004666,CUST004356,credit_card,39228.1
ACC0004667,CUST002890,credit_card,4665.02
ACC0004668,CUST002660,checking,3168.95
ACC0004669,CUST003527,checking,1779.43
ACC0004670,CUST000332,credit_card,2195.42
ACC0004671,CUST003205,checking,742.16
ACC0004672,CUST002429,checking,14739.45
ACC0004673,CUST004496,credit_card,1855.24
ACC0004674,CUST001827,savings,5405.74
ACC0004675,CUST000916,savings,2696.41
ACC0004676,CUST000796,checking,4482.81
ACC0004677,CUST003455,checking,20830.75
ACC0004678,CUST001791,checking,5269.3
ACC0004679,CUST003572,checking,1548.77
ACC0004680,CUST000628,savings,5891.52
ACC0004681,CUST000013,checking,15897.52
ACC0004682,CUST000547,checking,1234.15
ACC0004683,CUST000118,savings,2044.3
ACC0004684,CUST002217,credit_card,3017.69
ACC0004685,CUST002832,checking,768.08
ACC0004686,CUST004656,checking,3614.49
ACC0004687,CUST000532,checking,1212.86
ACC0004688,CUST000309,savings,6381.17
ACC0004689,CUST000513,credit_card,1021.63
ACC0004690,CUST001333,checking,750.69
ACC0004691,CUST001171,credit_card,6627.56
ACC0004692,CUST004586,savings,778.58
ACC0004693,CUST004544,checking,1622.15
ACC0004694,CUST001551,checking,573.31
ACC0004695,CUST004362,savings,9750.92
ACC0004696,CUST003194,checking,1717.55
ACC0004697,CUST004188,checking,6088.65
ACC0004698,CUST004058,checking,4121.27
ACC0004699,CUST000512,checking,4235.53
ACC0004700,CUST000239,savings,7638.74
ACC0004701,CUST002826,checking,1392.94
ACC0004702,CUST001049,savings,3251.21
ACC0004703,CUST000328,savings,1797.22
ACC0004704,CUST003491,checking,787.86
ACC0004705,CUST002433,checking,1465.17
ACC0004706,CUST000784,savings,4573.36
ACC0004707,CUST004942,savings,1341.94
ACC0004708,CUST001766,checking,2287.47
ACC0004709,CUST003563,savings,800.14
ACC0004710,CUST004879,checking,8219.64
ACC0004711,CUST000129,checking,4319.4
ACC0004712,CUST000407,credit_card,1520.89
ACC0004713,CUST002028,checking,340.72
ACC0004714,CUST004356,checking,1043.28
ACC0004715,CUST001795,checking,23621.54
ACC0004716,CUST001054,checking,1831.89
ACC0004717,CUST003122,credit_card,6029.12
ACC0004718,CUST000675,checking,5828.75
ACC0004719,CUST002674,checking,3847.19
ACC0004720,CUST004524,checking,2713.26
ACC0004721,CUST002726,checking,3698.14
ACC0004722,CUST002222,credit_card,3710.2
ACC0004723,CUST002771,savings,2384.15
ACC0004724,CUST002655,checking,1815.62
ACC0004725,CUST001795,savings,2976.95
ACC0004726,CUST000487,credit_card,1760.69
ACC0004727,CUST000269,savings,168.46
ACC0004728,CUST001376,credit_card,326.46
ACC0004729,CUST002113,credit_card,1805.75
ACC0004730,CUST002239,checking,515.59
ACC0004731,CUST000190,checking,9147.56
ACC0004732,CUST004248,savings,2533.14
ACC0004733,CUST003860,checking,2807.51
ACC0004734,CUST000412,checking,13736.83
ACC0004735,CUST002005,credit_card,7320.56
ACC0004736,CUST001011,checking,1499.12
ACC0004737,CUST002612,checking,757.47
ACC0004738,CUST004876,savings,6524.43
ACC0004739,CUST003630,savings,2409.77
ACC0004740,CUST004766,savings,3750.47
ACC0004741,CUST001746,savings,461.87
ACC0004742,CUST004360,checking,5707.64
ACC0004743,CUST001708,checking,2873.21
ACC0004744,CUST002495,checking,484.84
ACC0004745,CUST001781,savings,607.01
ACC0004746,CUST002231,checking,756.77
ACC0004747,CUST004957,checking,14869.0
ACC0004748,CUST001055,credit_card,7423.63
ACC0004749,CUST000197,savings,786.11
ACC0004750,CUST004241,checking,5068.08
ACC0004751,CUST001323,checking,2624.68
ACC0004752,CUST002548,checking,3957.37
ACC0004753,CUST001411,credit_card,3542.08
ACC0004754,CUST001214,savings,9287.47
ACC0004755,CUST000196,checking,2793.39
ACC0004756,CUST003770,savings,7283.72
ACC0004757,CUST001128,checking,1631.81
ACC0004758,CUST000377,savings,2225.08
ACC0004759,CUST000475,credit_card,1213.44
ACC0004760,CUST004143,checking,8733.93
ACC0004761,CUST003238,checking,6716.86
ACC0004762,CUST001156,checking,7525.36
ACC0004763,CUST002049,checking,12933.05
ACC0004764,CUST003414,checking,1534.89
ACC0004765,CUST003945,checking,3617.23
ACC0004766,CUST002148,checking,1086.77
ACC0004767,CUST000154,checking,2737.23
ACC0004768,CUST002185,checking,8467.21
